country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Uruguay,1961,56.4,68.19,2.89,2571691,10879240250,Americas,South America
Uzbekistan,1961,NA,59.8,6.76,9044671,NA,Asia,Central Asia
Vanuatu,1961,104.1,46.55,7.12,65708,NA,Oceania,Melanesia
Venezuela,1961,58.1,60.69,6.64,8461684,42431452970,Americas,South America
West Bank and Gaza,1961,NA,51.43,7.8,1096903,NA,Asia,Western Asia
Vietnam,1961,72.6,59.17,6.39,33666768,NA,Asia,South-Eastern Asia
Yemen,1961,269.2,33.58,7.31,5251663,NA,Asia,Western Asia
Zambia,1961,120.9,48.89,7.07,3142848,1680283120,Africa,Eastern Africa
Zimbabwe,1961,90.1,53.55,7.22,3876638,1551931300,Africa,Eastern Africa
Albania,1962,106.5,64.84,5.96,1737645,NA,Europe,Southern Europe
Algeria,1962,148.2,48.55,7.65,11690152,9595044251,Africa,Northern Africa
Angola,1962,NA,37.08,7.39,5465905,NA,Africa,Middle Africa
Antigua and Barbuda,1962,NA,63.93,4.34,56311,NA,Americas,Caribbean
Argentina,1962,59.59,65.64,3.09,21287682,113228867667,Americas,South America
Armenia,1962,NA,67.82,4.44,2002170,NA,Asia,Western Asia
Aruba,1962,NA,66.44,4.47,56226,NA,Americas,Caribbean
Australia,1962,19.5,70.91,3.43,10691220,100302794832,Oceania,Australia and New Zealand
Austria,1962,32.9,69.51,2.8,7151077,56758760195,Europe,Western Europe
Azerbaijan,1962,NA,62.2,5.59,4167558,NA,Asia,Western Asia
Bahamas,1962,NA,62.58,4.45,121083,1596705340,Americas,Caribbean
Bahrain,1962,114.1,54.33,7.17,173107,NA,Asia,Western Asia
Bangladesh,1962,167.6,47.28,6.79,51030604,14279069088,Asia,Southern Asia
Barbados,1962,61.2,62.79,4.27,232584,920985861.5,Americas,Caribbean
Belarus,1962,NA,71.01,2.7,8356956,NA,Europe,Eastern Europe
Belgium,1962,27,70.19,2.63,9261828,75368611864,Europe,Western Europe
Belize,1962,NA,61.2,6.46,97389,95206560,Americas,Central America
Benin,1962,180.6,39.32,6.39,2503232,619354945,Africa,Western Africa
Bhutan,1962,NA,37.04,6.67,234703,NA,Asia,Southern Asia
Bolivia,1962,167.7,44.5,6.65,3838096,3234938744,Americas,South America
Bosnia and Herzegovina,1962,NA,64.07,3.85,3341809,NA,Europe,Southern Europe
Botswana,1962,109,51.02,6.65,549990,141174460.7,Africa,Southern Africa
Brazil,1962,122.9,56.27,6.14,77007549,122227783364,Americas,South America
Brunei,1962,NA,63.67,6.45,89603,NA,Asia,South-Eastern Asia
Bulgaria,1962,NA,69.55,2.21,8004367,NA,Europe,Eastern Europe
Burkina Faso,1962,157.5,36.23,6.34,4960325,658782579.2,Africa,Western Africa
Burundi,1962,144.6,41.13,7.05,2894510,320902003.5,Africa,Eastern Africa
Cambodia,1962,NA,42.7,6.96,6026696,NA,Asia,South-Eastern Asia
Cameroon,1962,160.5,44.53,5.77,5593768,2870510257,Africa,Middle Africa
Canada,1962,26,71.25,3.77,18659663,185532543976,Americas,Northern America
Cape Verde,1962,NA,50.43,6.95,210866,NA,Africa,Western Africa
Central African Republic,1962,160.4,38.36,5.89,1556656,540628553.6,Africa,Middle Africa
Chad,1962,NA,41.76,6.29,3122357,801431143.4,Africa,Middle Africa
Chile,1962,116.7,57.63,5.46,8054166,15418876405,Americas,South America
China,1962,110,43.29,5.97,665426760,48151766858,Asia,Eastern Asia
Colombia,1962,85.9,59.18,6.78,17500166,21113347503,Americas,South America
Comoros,1962,NA,44.89,6.9,194960,NA,Africa,Eastern Africa
"Congo, Dem. Rep.",1962,NA,44.61,6.03,16041247,5394833319,Africa,Middle Africa
"Congo, Rep.",1962,106.1,49.47,5.97,1067611,713837650.3,Africa,Middle Africa
Costa Rica,1962,80.64,63.13,7.22,1432583,2569135008,Americas,Central America
Cote d'Ivoire,1962,197.7,39.46,7.5,3740503,2229649037,Africa,Western Africa
Croatia,1962,NA,65.66,2.27,4251421,NA,Europe,Southern Europe
Cuba,1962,NA,65.09,4.51,7450404,NA,Americas,Caribbean
Cyprus,1962,NA,70.38,3.42,577691,NA,Asia,Western Asia
Czech Republic,1962,NA,70.04,2.23,9679416,NA,Europe,Eastern Europe
Denmark,1962,20.2,72.43,2.54,4649179,58636894019,Europe,Northern Europe
Djibouti,1962,NA,46.79,6.53,94200,NA,Africa,Eastern Africa
Dominican Republic,1962,99.6,54.97,7.4,3521276,3452265961,Americas,Caribbean
Ecuador,1962,115.3,55.42,6.65,4812892,3866296550,Americas,South America
Egypt,1962,195.9,49.43,6.57,28560741,13396534340,Africa,Northern Africa
El Salvador,1962,121.6,53.5,6.75,2927861,4656688842,Americas,Central America
Equatorial Guinea,1962,NA,38.38,5.53,257940,NA,Africa,Middle Africa
Eritrea,1962,NA,39.69,6.84,1476321,NA,Africa,Eastern Africa
Estonia,1962,NA,69.93,1.94,1245098,NA,Europe,Northern Europe
Ethiopia,1962,NA,38.94,6.88,23221331,NA,Africa,Eastern Africa
Fiji,1962,50.3,56.54,6.09,421576,468770309.7,Oceania,Melanesia
Finland,1962,19.5,68.78,2.66,4494623,35862633032,Europe,Northern Europe
France,1962,21.3,70.61,2.81,47121575,393660782189,Europe,Western Europe
French Polynesia,1962,NA,57.09,5.5,83654,NA,Oceania,Polynesia
Gabon,1962,NA,39.56,4.54,509806,1094165180,Africa,Middle Africa
Gambia,1962,143.8,36.68,5.67,383525,NA,Africa,Western Africa
Georgia,1962,NA,64.31,2.95,4292101,NA,Asia,Western Asia
Germany,1962,NA,70.01,2.47,74238494,NA,Europe,Western Europe
Ghana,1962,122.7,47.25,6.83,7085463,2045871634,Africa,Western Africa
Greece,1962,46.2,69.14,2.22,8412059,31834306240,Europe,Southern Europe
Greenland,1962,NA,62.22,7.09,33730,NA,Americas,Northern America
Grenada,1962,NA,61.49,6.44,92424,NA,Americas,Caribbean
Guatemala,1962,140.7,47.76,6.49,4356579,4307699952,Americas,Central America
Guinea,1962,209.1,36.17,6.12,3690960,NA,Africa,Western Africa
Guinea-Bissau,1962,NA,43.64,5.67,629973,NA,Africa,Western Africa
Guyana,1962,62.9,59.41,5.49,600559,408446141,Americas,South America
Haiti,1962,188.3,43.26,6.3,4022596,NA,Americas,Caribbean
Honduras,1962,132.4,49.21,7.44,2139208,1618108290,Americas,Central America
"Hong Kong, China",1962,NA,68.55,5.18,3391625,12021980539,Asia,Eastern Asia
Hungary,1962,49,68,1.92,10064667,NA,Europe,Eastern Europe
Iceland,1962,16.9,73.82,3.98,182640,1920980854,Europe,Northern Europe
India,1962,160.1,42.72,5.84,468054145,86523560442,Asia,Southern Asia
Indonesia,1962,141.2,46.65,5.65,92558006,19949028314,Asia,South-Eastern Asia
Iran,1962,176.37,47.22,6.91,23071426,NA,Asia,Southern Asia
Iraq,1962,118.3,49.24,6.51,7674220,NA,Asia,Western Asia
Ireland,1962,28,70.57,3.98,2821742,NA,Europe,Northern Europe
Israel,1962,NA,69.13,3.83,2264304,15083361632,Asia,Western Asia
Italy,1962,41,69.21,2.44,50458277,337337043431,Europe,Southern Europe
Jamaica,1962,57.7,67.17,5.63,1681222,NA,Americas,Caribbean
Japan,1962,25.5,68.71,1.97,94263646,877564607312,Asia,Eastern Asia
Jordan,1962,96.6,54.94,7.9,962783,NA,Asia,Western Asia
Kazakhstan,1962,NA,59.85,4.44,10819503,NA,Asia,Central Asia
Kenya,1962,109.9,48.82,8.04,8628973,2134170916,Africa,Eastern Africa
Kiribati,1962,NA,46.64,7.08,43312,NA,Oceania,Micronesia
South Korea,1962,72.4,54.51,5.79,26495107,31102566019,Asia,Eastern Asia
Kuwait,1962,89,63.77,7.31,335161,NA,Asia,Western Asia
Kyrgyz Republic,1962,NA,56.99,5.31,2323642,NA,Asia,Central Asia
Lao,1962,NA,42.64,5.97,2219964,NA,Asia,South-Eastern Asia
Latvia,1962,NA,69.97,1.86,2185016,NA,Europe,Northern Europe
Lebanon,1962,54.7,63.47,5.69,1925276,NA,Asia,Western Asia
Lesotho,1962,141.7,47.97,5.82,881910,132288515.6,Africa,Southern Africa
Liberia,1962,211.4,35.88,6.45,1170267,704292927.4,Africa,Western Africa
Libya,1962,148.4,48,7.61,1536196,NA,Africa,Northern Africa
Lithuania,1962,NA,69.46,2.46,2847221,NA,Europe,Northern Europe
Luxembourg,1962,NA,68.59,2.39,320704,4530456488,Europe,Western Europe
"Macao, China",1962,NA,65.9,4.53,181025,NA,Asia,Eastern Asia
"Macedonia, FYR",1962,NA,62.11,3.6,1527105,NA,Europe,Southern Europe
Madagascar,1962,NA,43.12,7.3,5352674,2179101018,Africa,Eastern Africa
Malawi,1962,214.6,39.02,6.98,3784444,376777477.8,Africa,Eastern Africa
Malaysia,1962,61.1,61.07,6.05,8710678,7592994493,Asia,South-Eastern Asia
Maldives,1962,NA,39.64,7.12,94909,NA,Asia,Southern Asia
Mali,1962,225.2,30.08,6.75,5381369,NA,Africa,Western Africa
Malta,1962,33.7,69.02,3.2,310325,NA,Europe,Southern Europe
Mauritania,1962,128.9,45.31,6.79,909172,371629363.3,Africa,Western Africa
Mauritius,1962,63.6,60.64,6.12,698307,NA,Africa,Eastern Africa
Mexico,1962,94.9,58.49,6.77,40649590,103696598044,Americas,Central America
"Micronesia, Fed. Sts.",1962,NA,57.54,6.91,47387,NA,Oceania,Micronesia
Moldova,1962,NA,62.99,3.18,3145546,NA,Europe,Eastern Europe
Mongolia,1962,NA,51.08,7.35,1011328,NA,Asia,Eastern Asia
Montenegro,1962,NA,65.21,3.31,509708,NA,Europe,Southern Europe
Morocco,1962,140.4,50.6,7.13,13100843,8269776687,Africa,Northern Africa
Mozambique,1962,NA,39.4,6.6,7799396,NA,Africa,Eastern Africa
Namibia,1962,NA,48.31,6.18,632658,NA,Africa,Southern Africa
Nepal,1962,213.3,40.74,6,10377061,1406937995,Asia,Southern Asia
Netherlands,1962,15.6,73.21,3.18,11735896,105401103938,Europe,Western Europe
New Caledonia,1962,NA,57.72,5.22,83221,NA,Oceania,Melanesia
New Zealand,1962,20.9,71.26,3.51,2477328,NA,Oceania,Australia and New Zealand
Nicaragua,1962,131.1,52.36,7.18,1886560,1944829723,Americas,Central America
Niger,1962,NA,37.1,7.12,3596613,1176209886,Africa,Western Africa
Nigeria,1962,182.6,41.61,6.35,47117859,13388717691,Africa,Western Africa
Norway,1962,17.5,73.55,2.89,3638791,41850936292,Europe,Northern Europe
Oman,1962,226,46.47,7.25,578825,654987545.7,Asia,Western Asia
Pakistan,1962,178,48.63,6.6,47122931,9532862993,Asia,Southern Asia
Panama,1962,63.6,62.71,5.81,1202372,2316423139,Americas,Central America
Papua New Guinea,1962,126.9,39.87,6.28,2037165,945447625.3,Oceania,Melanesia
Paraguay,1962,61.4,67.03,6.47,2005337,1370623898,Americas,South America
Peru,1962,129.1,50.14,6.86,10650672,19022886909,Americas,South America
Philippines,1962,64.2,59.53,7.02,28081234,19908256877,Asia,South-Eastern Asia
Poland,1962,49.6,67.71,2.72,30530513,NA,Europe,Eastern Europe
Portugal,1962,78.7,64.37,3.19,8917020,23606910623,Europe,Southern Europe
Puerto Rico,1962,NA,69,4.41,2442157,10463734698,Americas,Caribbean
Qatar,1962,NA,62.31,6.98,56187,NA,Asia,Western Asia
Romania,1962,NA,67.32,2.02,18924068,NA,Europe,Eastern Europe
Russia,1962,NA,68.51,2.34,122842753,NA,Europe,Eastern Europe
Rwanda,1962,123.4,43.74,8.2,3050596,665541954.3,Africa,Eastern Africa
St. Lucia,1962,NA,58.47,6.88,92086,NA,Americas,Caribbean
St. Vincent and the Grenadines,1962,NA,59.99,7.07,83206,116209758,Americas,Caribbean
Samoa,1962,NA,52.62,7.63,115786,NA,Oceania,Polynesia
Saudi Arabia,1962,NA,48.84,7.24,4362863,NA,Asia,Western Asia
Senegal,1962,126,38.72,7.04,3356421,1928602164,Africa,Western Africa
Serbia,1962,NA,64.44,2.57,7669610,NA,Europe,Southern Europe
Seychelles,1962,70.9,61.59,5.53,43409,50507548.88,Africa,Eastern Africa
Sierra Leone,1962,217.5,37.06,6.16,2239581,519948926.6,Africa,Western Africa
Singapore,1962,30.8,65.72,5.27,1742472,4216235949,Asia,South-Eastern Asia
Slovak Republic,1962,NA,70.4,2.94,4245726,NA,Europe,Eastern Europe
Slovenia,1962,NA,68.98,2.33,1605645,NA,Europe,Southern Europe
Solomon Islands,1962,119.3,51.69,6.38,125068,NA,Oceania,Melanesia
South Africa,1962,NA,49.78,6.1,18322335,42269436973,Africa,Southern Africa
Spain,1962,41.7,69.65,2.8,31122390,138983102660,Europe,Southern Europe
Sri Lanka,1962,67.1,60.61,5.3,10366190,2930856681,Asia,Southern Asia
Sudan,1962,104.1,50.52,6.74,7981797,3552042477,Africa,Northern Africa
Suriname,1962,NA,61.41,6.56,306330,NA,Americas,South America
Swaziland,1962,138.1,45.42,6.75,365719,NA,Africa,Southern Africa
Sweden,1962,15.6,73.34,2.26,7576192,93686585670,Europe,Northern Europe
Switzerland,1962,20.7,71.35,2.58,5503000,NA,Europe,Western Europe
Syria,1962,110.6,53.98,7.52,4897428,3041036058,Asia,Western Asia
Tajikistan,1962,NA,58.03,6.31,2223956,NA,Asia,Central Asia
Tanzania,1962,141.9,46.26,6.8,10683888,NA,Africa,Eastern Africa
Thailand,1962,95.8,56.51,6.16,29081037,9932315403,Asia,South-Eastern Asia
Timor-Leste,1962,NA,39.15,6.38,517446,NA,Asia,South-Eastern Asia
Togo,1962,156.4,42.42,6.62,1612758,324266598.9,Africa,Western Africa
Tonga,1962,NA,61.91,7.3,66255,NA,Oceania,Polynesia
Trinidad and Tobago,1962,53.1,64.2,5.05,880019,3294181287,Americas,Caribbean
Tunisia,1962,178.7,44.65,7.12,4303130,3099883114,Africa,Northern Africa
Turkey,1962,157.1,48.52,6.18,28909985,47592935468,Asia,Western Asia
Turkmenistan,1962,NA,55.82,6.63,1708711,NA,Asia,Central Asia
Uganda,1962,127.3,46.56,7.04,7240155,NA,Africa,Eastern Africa
Ukraine,1962,NA,70.56,2.21,43749469,NA,Europe,Eastern Europe
United Arab Emirates,1962,124,53.91,6.89,112240,NA,Asia,Western Asia
United Kingdom,1962,22,70.84,2.79,53146634,547865414029,Europe,Northern Europe
United States,1962,24.9,70.21,3.48,191860710,2691138530624,Americas,Northern America
Uruguay,1962,54.9,68.39,2.89,2603887,10707941295,Americas,South America
Uzbekistan,1962,NA,60.25,6.78,9319510,NA,Asia,Central Asia
Vanuatu,1962,101.6,47.14,7.03,67806,NA,Oceania,Melanesia
Venezuela,1962,56.6,61.3,6.63,8790590,46052100593,Americas,South America
West Bank and Gaza,1962,NA,52.08,7.91,1128809,NA,Asia,Western Asia
Vietnam,1962,69.9,59.82,6.43,34684164,NA,Asia,South-Eastern Asia
Yemen,1962,263.7,34.52,7.33,5339285,NA,Asia,Western Asia
Zambia,1962,118.7,49.42,7.13,3240664,1638429961,Africa,Eastern Africa
Zimbabwe,1962,87.6,53.99,7.27,4006262,1574193282,Africa,Eastern Africa
Albania,1963,101.8,65.6,5.83,1790533,NA,Europe,Southern Europe
Algeria,1963,148.4,49.07,7.65,11985130,12887461719,Africa,Northern Africa
Angola,1963,NA,37.63,7.41,5565808,NA,Africa,Middle Africa
Antigua and Barbuda,1963,NA,64.38,4.3,57368,NA,Americas,Caribbean
Argentina,1963,59.39,65.74,3.08,21621845,107218456504,Americas,South America
Armenia,1963,NA,68.3,4.32,2070427,NA,Asia,Western Asia
Aruba,1963,NA,66.79,4.27,56697,NA,Americas,Caribbean
Australia,1963,19.2,70.97,3.34,10892700,106581315165,Oceania,Australia and New Zealand
Austria,1963,31.2,69.64,2.82,7199962,59107589568,Europe,Western Europe
Azerbaijan,1963,NA,62.62,5.55,4307315,NA,Asia,Western Asia
Bahamas,1963,NA,62.85,4.36,127331,1764743540,Americas,Caribbean
Bahrain,1963,105.1,55.64,7.19,178048,NA,Asia,Western Asia
Bangladesh,1963,163.7,47.81,6.83,52532595,14213971626,Asia,Southern Asia
Barbados,1963,57.6,63.27,4.2,233587,874214321.5,Americas,Caribbean
Belarus,1963,NA,71.66,2.65,8438535,NA,Europe,Eastern Europe
Belgium,1963,26,70,2.63,9323467,78648340531,Europe,Western Europe
Belize,1963,NA,61.78,6.44,100166,99925400,Americas,Central America
Benin,1963,177.1,39.85,6.45,2543335,648650606.9,Africa,Western Africa
Bhutan,1963,NA,37.57,6.67,240364,NA,Asia,Southern Asia
Bolivia,1963,165,44.88,6.63,3913397,3442644495,Americas,South America
Bosnia and Herzegovina,1963,NA,64.78,3.74,3406466,NA,Europe,Southern Europe
Botswana,1963,105.8,51.35,6.67,564316,149533468.5,Africa,Southern Africa
Brazil,1963,119.9,56.75,6.06,79368453,123296876305,Americas,South America
Brunei,1963,NA,64.21,6.36,93650,NA,Asia,South-Eastern Asia
Bulgaria,1963,40.6,70.38,2.2,8073469,NA,Europe,Eastern Europe
Burkina Faso,1963,155.8,36.75,6.38,5027818,650429108.3,Africa,Western Africa
Burundi,1963,144.3,41.41,7.09,2950903,334172608.7,Africa,Eastern Africa
Cambodia,1963,NA,42.95,6.94,6181137,NA,Asia,South-Eastern Asia
Cameroon,1963,158.1,45.07,5.83,5719135,2977940547,Africa,Middle Africa
Canada,1963,25.1,71.26,3.68,19007305,195146424965,Americas,Northern America
Cape Verde,1963,NA,50.59,6.98,216913,NA,Africa,Western Africa
Central African Republic,1963,157.6,38.85,5.91,1585765,536804991.2,Africa,Middle Africa
Chad,1963,NA,42.17,6.3,3184775,788612620.8,Africa,Middle Africa
Chile,1963,111.9,58.07,5.34,8237555,16361981977,Americas,South America
China,1963,NA,50.64,7.41,677332765,53131628623,Asia,Eastern Asia
Colombia,1963,84.3,59.71,6.73,18033548,21726503327,Americas,South America
Comoros,1963,NA,45.32,6.94,198205,NA,Africa,Eastern Africa
"Congo, Dem. Rep.",1963,NA,44.98,6.05,16461914,5676119396,Africa,Middle Africa
"Congo, Rep.",1963,104.2,50.04,6.01,1096502,685074986.9,Africa,Middle Africa
Costa Rica,1963,77.78,63.7,7.09,1484512,2692060708,Americas,Central America
Cote d'Ivoire,1963,192.8,40.17,7.57,3889859,2552733117,Africa,Western Africa
Croatia,1963,NA,66.05,2.24,4279058,NA,Europe,Southern Europe
Cuba,1963,41.8,65.71,4.61,7618359,NA,Americas,Caribbean
Cyprus,1963,NA,70.71,3.35,577912,NA,Asia,Western Asia
Czech Republic,1963,NA,70.56,2.18,9730996,NA,Europe,Eastern Europe
Denmark,1963,19.5,72.52,2.64,4686155,59010423485,Europe,Northern Europe
Djibouti,1963,NA,47.3,6.56,100622,NA,Africa,Eastern Africa
Dominican Republic,1963,98.1,55.75,7.3,3638628,3676763462,Americas,Caribbean
Ecuador,1963,112.3,56.01,6.62,4953735,4016140989,Americas,South America
Egypt,1963,189.4,49.94,6.53,29322709,14609661874,Africa,Northern Africa
El Salvador,1963,119.4,54.18,6.74,3015885,4857179945,Americas,Central America
Equatorial Guinea,1963,NA,38.73,5.55,260990,NA,Africa,Middle Africa
Eritrea,1963,NA,40.04,6.81,1512671,NA,Africa,Eastern Africa
Estonia,1963,NA,69.99,1.95,1260239,NA,Europe,Northern Europe
Ethiopia,1963,NA,39.49,6.87,23798378,NA,Africa,Eastern Africa
Fiji,1963,48.8,56.94,5.88,436208,498578347.6,Oceania,Melanesia
Finland,1963,18.4,69.19,2.66,4522727,37040756259,Europe,Northern Europe
France,1963,20.3,70.46,2.81,47781535,414710508267,Europe,Western Europe
French Polynesia,1963,NA,57.47,5.43,86839,NA,Oceania,Polynesia
Gabon,1963,NA,40.07,4.62,516270,1160826485,Africa,Middle Africa
Gambia,1963,141.5,37.26,5.72,389070,NA,Africa,Western Africa
Georgia,1963,NA,64.71,2.92,4357379,NA,Asia,Western Asia
Germany,1963,NA,70.1,2.49,74820389,NA,Europe,Western Europe
Ghana,1963,121.8,47.66,6.86,7303432,2136012214,Africa,Western Africa
Greece,1963,45,69.44,2.23,8452617,35061049112,Europe,Southern Europe
Greenland,1963,NA,62.59,7.04,35038,NA,Americas,Northern America
Grenada,1963,NA,61.93,6.2,93354,NA,Americas,Caribbean
Guatemala,1963,138,48.4,6.46,4476923,4718699494,Americas,Central America
Guinea,1963,207.6,36.37,6.13,3749920,NA,Africa,Western Africa
Guinea-Bissau,1963,NA,43.89,5.52,636593,NA,Africa,Western Africa
Guyana,1963,61,59.58,5.4,618887,358294439.1,Americas,South America
Haiti,1963,185.2,43.82,6.27,4103732,NA,Americas,Caribbean
Honduras,1963,128.4,49.94,7.44,2211144,1676043632,Americas,Central America
"Hong Kong, China",1963,NA,69.05,5.05,3554025,13425142977,Asia,Eastern Asia
Hungary,1963,47.3,69.02,1.89,10099999,NA,Europe,Eastern Europe
Iceland,1963,16.4,73.13,3.86,186056,2118522670,Europe,Northern Europe
India,1963,157.6,43.46,5.83,477729958,91710088309,Asia,Southern Asia
Indonesia,1963,137.7,47.45,5.63,95055669,19499569412,Asia,South-Eastern Asia
Iran,1963,169.26,47.83,6.9,23680433,NA,Asia,Southern Asia
Iraq,1963,112.5,50.36,6.69,7888914,NA,Asia,Western Asia
Ireland,1963,27,70.85,4,2831911,NA,Europe,Northern Europe
Israel,1963,NA,69.41,3.82,2355929,16696634703,Asia,Western Asia
Italy,1963,39.2,69.32,2.47,50872976,356260733937,Europe,Southern Europe
Jamaica,1963,55.8,67.74,5.71,1709690,NA,Americas,Caribbean
Japan,1963,23.2,69.79,1.97,95227653,951926293813,Asia,Eastern Asia
Jordan,1963,91.6,55.75,7.98,1000506,NA,Asia,Western Asia
Kazakhstan,1963,NA,60.31,4.33,11211938,NA,Asia,Central Asia
Kenya,1963,106.5,49.48,8.08,8908425,2321515701,Africa,Eastern Africa
Kiribati,1963,122.2,47.03,7.14,44372,NA,Oceania,Micronesia
South Korea,1963,68.8,55.27,5.57,27143075,34067175844,Asia,Eastern Asia
Kuwait,1963,83.3,64.53,7.35,381665,NA,Asia,Western Asia
Kyrgyz Republic,1963,NA,57.44,5.34,2406263,NA,Asia,Central Asia
Lao,1963,NA,42.89,5.97,2272078,NA,Asia,South-Eastern Asia
Latvia,1963,NA,70.36,1.84,2211297,NA,Europe,Northern Europe
Lebanon,1963,53.4,63.74,5.65,1984982,NA,Asia,Western Asia
Lesotho,1963,141.5,48.32,5.81,898342,146331045.2,Africa,Southern Africa
Liberia,1963,210.4,36.28,6.48,1196588,720311768.4,Africa,Western Africa
Libya,1963,140.9,49.69,7.64,1592111,NA,Africa,Northern Africa
Lithuania,1963,NA,70.64,2.42,2887887,NA,Europe,Northern Europe
Luxembourg,1963,NA,68.8,2.39,324127,4686263804,Europe,Western Europe
"Macao, China",1963,NA,66.36,4.24,188703,NA,Asia,Eastern Asia
"Macedonia, FYR",1963,NA,62.72,3.53,1547445,NA,Europe,Southern Europe
Madagascar,1963,NA,43.7,7.3,5486593,2158848417,Africa,Eastern Africa
Malawi,1963,212.9,39.25,7.02,3872124,371536207.5,Africa,Eastern Africa
Malaysia,1963,58.3,61.63,5.94,8999247,8150229423,Asia,South-Eastern Asia
Maldives,1963,217.1,40.54,7.15,97556,NA,Asia,Southern Asia
Mali,1963,216.5,30.4,6.77,5441611,NA,Africa,Western Africa
Malta,1963,32.6,69.37,3.01,308815,NA,Europe,Southern Europe
Mauritania,1963,126,45.96,6.8,936014,364257100.3,Africa,Western Africa
Mauritius,1963,59.9,61.38,5.99,717413,NA,Africa,Eastern Africa
Mexico,1963,90.8,58.96,6.77,41939880,112103163998,Americas,Central America
"Micronesia, Fed. Sts.",1963,NA,57.9,6.9,48875,NA,Oceania,Micronesia
Moldova,1963,NA,63.38,3.09,3212094,NA,Europe,Eastern Europe
Mongolia,1963,NA,51.94,7.48,1042383,NA,Asia,Eastern Asia
Montenegro,1963,NA,65.86,3.2,520714,NA,Europe,Southern Europe
Morocco,1963,138,51.09,7.14,13488517,8671985899,Africa,Northern Africa
Mozambique,1963,NA,39.98,6.6,7961458,NA,Africa,Eastern Africa
Namibia,1963,NA,48.9,6.2,648668,NA,Africa,Southern Africa
Nepal,1963,209.4,41.21,6,10544586,1433601041,Asia,Southern Asia
Netherlands,1963,15.3,73.33,3.19,11896942,109221495044,Europe,Western Europe
New Caledonia,1963,NA,58.36,5.22,85908,NA,Oceania,Melanesia
